gene	transcripts	position	strand	chromosome	cage peak ranges
CHRNG	all	233404436.0	+	chr2	[(233404395, 233404408), (233404417, 233404428), (233404429, 233404447)]
CHST1	all	45687171.0	-	chr11	[(45687103, 45687114), (45687128, 45687214), (45687280, 45687325)]
CHST10	ENST00000264249.3	101034117.0	-	chr2	[(101034003, 101034046), (101034070, 101034147), (101034258, 101034292)]
CHST10	ENST00000409701.1	101033472.0	-	chr2	[]
CHST11	all	104850748.0	+	chr12	[(104850553, 104850558), (104850573, 104850592), (104850610, 104850618), (104850663, 104850701), (104850711, 104850737), (104850740, 104850768), (104850771, 104850791), (104850810, 104850821)]
CHST12	all	2443222.0	+	chr7	[(2443181, 2443200), (2443202, 2443260)]
CHST13	all	126243125.0	+	chr3	[(126242976, 126243008), (126243032, 126243049), (126243110, 126243119), (126243130, 126243153), (126243155, 126243158), (126243162, 126243176), (126243200, 126243205)]
CHST14	all	40763159.0	+	chr15	[(40763141, 40763146), (40763150, 40763253), (40763280, 40763292), (40763297, 40763304)]
CHST2	all	142838172.0	+	chr3	[(142837951, 142837991), (142838060, 142838062), (142838091, 142838109)]
CHST3	all	73724122.0	+	chr10	[(73723965, 73724042), (73724097, 73724110), (73724131, 73724206), (73724222, 73724254), (73724266, 73724285), (73724293, 73724310)]
CHST4	ENST00000338482.5	71559135.0	+	chr16	[]
CHST4	ENST00000572450.1,ENST00000539698.3	71560087.5	+	chr16	[(71560145, 71560150), (71560158, 71560170), (71560178, 71560189)]
CHST5	all	75569067.0	-	chr16	[(75569072, 75569078), (75569257, 75569271)]
CHST6	ENST00000332272.4	75528925.0	-	chr16	[(75529041, 75529043)]
CHST6	ENST00000390664.2	75529281.0	-	chr16	[(75529273, 75529293), (75529294, 75529376)]
CHST7	all	46433218.0	+	chrX	[(46433084, 46433085), (46433143, 46433164), (46433166, 46433188), (46433193, 46433237), (46433243, 46433275)]
CHSY1	all	101792136.0	-	chr15	[(101792139, 101792159), (101792171, 101792190)]
CHSY3	all	129240164.0	+	chr5	[(129239922, 129239966), (129240151, 129240182), (129240184, 129240238), (129240246, 129240260), (129240314, 129240315)]
CHTF18	all	838621.0	+	chr16	[(838614, 838633), (838634, 838681)]
CHTF8	all	69154330.0	-	chr16	[(69154278, 69154300), (69154356, 69154375), (69154424, 69154435)]
CHTOP	ENST00000368690.3	153609064.0	+	chr1	[]
CHTOP	ENST00000368694.3,ENST00000403433.1	153606539.5	+	chr1	[(153606513, 153606524), (153606532, 153606573)]
CHUK	all	101989375.0	-	chr10	[(101989315, 101989368)]
CHURC1	all	65381141.0	+	chr14	[(65381118, 65381125), (65381143, 65381212)]
CHURC1-FNTB	all	65390753.0	+	chr14	[]
CIAO1	all	96931869.0	+	chr2	[(96931834, 96931847), (96931950, 96932043), (96932046, 96932081)]
CIAPIN1	all	57481439.0	-	chr16	[(57481283, 57481327), (57481500, 57481527)]
CIB1	all	90777278.0	-	chr15	[(90777134, 90777190), (90777193, 90777200), (90777277, 90777301), (90777308, 90777347), (90777397, 90777404), (90777412, 90777419)]
CIB2	all	78423885.0	-	chr15	[(78423705, 78423738), (78423763, 78423774), (78423776, 78423794), (78423863, 78423880), (78423890, 78423907), (78424068, 78424072)]
CIB3	all	16284335.0	-	chr19	[]
CIC	ENST00000160740.3	42788171.0	+	chr19	[(42788188, 42788209), (42788223, 42788244)]
CIC	ENST00000575354.2	42788816.0	+	chr19	[(42788636, 42788660), (42788663, 42788689), (42788753, 42788774), (42788787, 42788800)]
CIDEA	all	12254317.0	+	chr18	[(12254319, 12254336), (12254344, 12254351), (12254353, 12254366)]
CIDEB	ENST00000336557.5,ENST00000258807.5	24780613.5	-	chr14	[(24780470, 24780478), (24780566, 24780571), (24780573, 24780647), (24780650, 24780659), (24780723, 24780732)]
CIDEB	ENST00000554411.1	24777468.0	-	chr14	[]
CIDEC	ENST00000336832.2	9920739.0	-	chr3	[(9920535, 9920548)]
CIDEC	ENST00000430427.1	9920194.0	-	chr3	[(9920273, 9920282)]
CIITA	all	10971054.0	+	chr16	[(10971037, 10971076), (10971077, 10971090), (10971094, 10971117), (10971144, 10971153)]
CILP2	all	19649064.5	+	chr19	[(19649067, 19649109)]
CINP	all	102829228.0	-	chr14	[(102829199, 102829237)]
CIR1	all	175260442.0	-	chr2	[(175260368, 175260450)]
CIRBP	ENST00000585630.1	1270864.0	+	chr19	[(1270945, 1270955), (1270960, 1270983)]
CIRBP	ENST00000586472.1,ENST00000320936.5	1269332.5	+	chr19	[(1269324, 1269339)]
CIRBP	ENST00000588030.1	1259383.0	+	chr19	[]
CIRBP	ENST00000588090.1	1267086.0	+	chr19	[(1267120, 1267150)]
CIRBP	ENST00000589660.1	1266651.0	+	chr19	[]
CIRH1A	all	69166417.0	+	chr16	[(69166236, 69166263), (69166327, 69166329), (69166496, 69166561)]
CISD1	all	60028817.0	+	chr10	[(60028878, 60028891), (60028892, 60028975)]
CISD2	all	103790134.0	+	chr4	[(103789917, 103789935), (103790105, 103790112), (103790120, 103790186), (103790191, 103790204), (103790208, 103790227)]
CISD3	all	36886487.0	+	chr17	[(36886403, 36886453), (36886478, 36886512), (36886515, 36886524), (36886554, 36886647), (36886663, 36886668), (36886674, 36886682)]
CISH	all	50649261.0	-	chr3	[(50649192, 50649212), (50649381, 50649394), (50649395, 50649415), (50649417, 50649420)]
CIT	all	120315094.0	-	chr12	[(120315074, 120315097), (120315104, 120315145)]
CITED1	ENST00000431381.1,ENST00000445983.1	71525763.0	-	chrX	[(71525756, 71525771)]
CITED1	ENST00000453707.2,ENST00000246139.5	71526917.5	-	chrX	[(71526713, 71526737), (71526741, 71526755), (71526803, 71526808), (71526813, 71526840), (71526918, 71526927), (71526999, 71527015), (71527027, 71527038), (71527049, 71527060), (71527095, 71527104)]
CITED1	ENST00000453707.2,ENST00000373619.3	71527017.5	-	chrX	[(71526813, 71526840), (71526918, 71526927), (71526999, 71527015), (71527027, 71527038), (71527049, 71527060), (71527095, 71527104)]
CITED1	ENST00000453707.2,ENST00000373619.3,ENST00000246139.5	71526957.0	-	chrX	[(71526803, 71526808), (71526813, 71526840), (71526918, 71526927), (71526999, 71527015), (71527027, 71527038), (71527049, 71527060), (71527095, 71527104)]
CITED2	ENST00000367651.2	139695756.0	-	chr6	[(139695775, 139695795)]
CITED2	ENST00000367651.2,ENST00000536159.1	139695627.0	-	chr6	[(139695413, 139695429), (139695442, 139695456), (139695775, 139695795)]
CITED2	ENST00000536159.1,ENST00000537332.1	139695423.5	-	chr6	[(139695233, 139695253), (139695255, 139695259), (139695261, 139695285), (139695289, 139695305), (139695334, 139695343), (139695367, 139695387), (139695400, 139695411), (139695413, 139695429), (139695442, 139695456)]
CITED4	all	41328017.0	-	chr1	[(41328026, 41328043)]
CIZ1	ENST00000372954.1,ENST00000541172.1,ENST00000372938.5	130953854.333	-	chr9	[(130953817, 130953876), (130953938, 130953956), (130954041, 130954121)]
CIZ1	ENST00000393608.1,ENST00000372948.3	130966661.0	-	chr9	[(130966467, 130966468), (130966497, 130966541), (130966658, 130966676), (130966685, 130966703), (130966726, 130966730)]
CKAP2	all	53029587.0	+	chr13	[(53029457, 53029467), (53029568, 53029650), (53029665, 53029676), (53029693, 53029702)]
CKAP2L	all	113522253.0	-	chr2	[(113522177, 113522228), (113522248, 113522259), (113522452, 113522465)]
CKAP4	all	106641765.0	-	chr12	[(106641662, 106641673), (106641692, 106641704), (106641713, 106641725), (106641728, 106641805), (106641852, 106641863), (106641879, 106641899)]
CKAP5	all	46867779.0	-	chr11	[(46867791, 46867848)]
CKB	all	103989447.0	-	chr14	[]
CKLF	all	66586469.0	+	chr16	[(66586461, 66586567)]
CKLF-CMTM1	all	66586515.0	+	chr16	[(66586461, 66586567)]
CKM	all	45826234.0	-	chr19	[(45826125, 45826141), (45826364, 45826402)]
CKMT1A	ENST00000413453.2	43985724.0	+	chr15	[]
CKMT1A	ENST00000434505.1	43985083.0	+	chr15	[]
CKMT1B	ENST00000300283.6	43885251.0	+	chr15	[]
CKMT1B	ENST00000441322.1	43886056.0	+	chr15	[]
CKMT2	all	80529127.6667	+	chr5	[(80529020, 80529031), (80529134, 80529149)]
CKS1B	all	61808308.0	-	chr5	[]
CKS2	all	91926112.0	+	chr9	[(91926103, 91926119)]
CLASP1	all	122407162.0	-	chr2	[(122407007, 122407045), (122407097, 122407119), (122407120, 122407136), (122407149, 122407174), (122407195, 122407198)]
CLASP2	ENST00000399362.4,ENST00000359576.5	33759847.0	-	chr3	[(33759668, 33759688), (33759699, 33759754), (33759826, 33759870), (33759936, 33759951)]
CLASP2	ENST00000468888.2	33759540.0	-	chr3	[(33759533, 33759543), (33759559, 33759573), (33759588, 33759603), (33759668, 33759688), (33759699, 33759754)]
CLASP2	ENST00000468888.2,ENST00000399362.4,ENST00000359576.5	33759744.6667	-	chr3	[(33759559, 33759573), (33759588, 33759603), (33759668, 33759688), (33759699, 33759754), (33759826, 33759870), (33759936, 33759951)]
CLASP2	ENST00000480013.1	33700932.0	-	chr3	[(33700763, 33700785), (33700793, 33700808), (33700859, 33700887), (33700911, 33700946), (33701034, 33701037), (33701058, 33701085), (33701087, 33701102), (33701103, 33701110)]
CLASRP	all	45542297.0	+	chr19	[(45542295, 45542341)]
CLC	all	40228667.0	-	chr19	[(40228629, 40228645), (40228657, 40228674)]
CLCA1	ENST00000234701.3	86934050.0	+	chr1	[]
CLCA1	ENST00000394711.1	86934525.0	+	chr1	[(86934381, 86934388), (86934411, 86934425), (86934449, 86934491), (86934538, 86934554), (86934569, 86934578), (86934584, 86934598), (86934602, 86934620), (86934652, 86934659), (86934662, 86934671), (86934707, 86934711)]
CLCA2	all	86889768.0	+	chr1	[(86889771, 86889793), (86889803, 86889833), (86889837, 86889882), (86889894, 86889905)]
CLCC1	all	109506094.0	-	chr1	[(109506036, 109506129)]
CLCF1	ENST00000312438.7	67141207.0	-	chr11	[(67141015, 67141021), (67141043, 67141048), (67141058, 67141077), (67141090, 67141110), (67141130, 67141148), (67141221, 67141267)]
CLCF1	ENST00000528474.1	67135107.0	-	chr11	[(67134927, 67134931), (67134974, 67135018)]
CLCF1	ENST00000533438.1	67141647.0	-	chr11	[(67141518, 67141523), (67141533, 67141559), (67141561, 67141574), (67141600, 67141608), (67141619, 67141628), (67141640, 67141651), (67141713, 67141742), (67141771, 67141783)]
CLCN2	all	184079405.667	-	chr3	[(184079382, 184079400), (184079418, 184079426), (184079428, 184079440), (184079570, 184079600)]
CLCN3	all	170541673.5	+	chr4	[(170541495, 170541514), (170541586, 170541597), (170541660, 170541676), (170541678, 170541749), (170541780, 170541800), (170541808, 170541823), (170541835, 170541874)]
CLCN4	all	10125023.0	+	chrX	[(10124841, 10124847), (10124859, 10124895), (10124898, 10124908), (10124977, 10125036), (10125040, 10125059)]
CLCN5	ENST00000307367.2	49834155.0	+	chrX	[]
CLCN5	ENST00000376108.3	49832230.0	+	chrX	[(49832203, 49832226), (49832232, 49832267), (49832271, 49832282)]
CLCN6	all	11866267.0	+	chr1	[(11866227, 11866232), (11866240, 11866267), (11866270, 11866314)]
CLCN7	all	1525580.0	-	chr16	[(1525383, 1525389)]
CLCNKA	all	16348465.3333	+	chr1	[(16348333, 16348372), (16348466, 16348478), (16348482, 16348488), (16348497, 16348508), (16348515, 16348523), (16348525, 16348532)]
CLCNKB	all	16370271.0	+	chr1	[(16370245, 16370252), (16370271, 16370303), (16370308, 16370321), (16370322, 16370343)]
CLDN11	all	170136652.0	+	chr3	[(170136455, 170136466), (170136642, 170136663)]
CLDN12	all	90032714.0	+	chr7	[(90032708, 90032714), (90032735, 90032793), (90032796, 90032811), (90032813, 90032815), (90032821, 90032830)]
CLDN14	ENST00000342108.2	37948866.0	-	chr21	[(37948744, 37948753)]
CLDN14	ENST00000399136.1	37914897.0	-	chr21	[(37915034, 37915039), (37915073, 37915087), (37915094, 37915101)]
CLDN14	ENST00000399137.1,ENST00000399135.1	37852387.0	-	chr21	[(37852258, 37852307), (37852359, 37852381), (37852415, 37852424), (37852456, 37852496)]
CLDN14	ENST00000399139.1	37838738.0	-	chr21	[(37838760, 37838766)]
CLDN15	ENST00000308344.5	100881226.0	-	chr7	[(100881059, 100881067), (100881072, 100881097), (100881109, 100881139), (100881267, 100881280)]
CLDN15	ENST00000401528.1	100882100.0	-	chr7	[(100882195, 100882196)]
CLDN23	all	8559447.0	+	chr8	[(8559273, 8559276), (8559406, 8559465), (8559471, 8559472), (8559493, 8559512), (8559551, 8559568)]
CLDN3	all	73184599.0	-	chr7	[(73184529, 73184547), (73184588, 73184611), (73184737, 73184746)]
CLDN4	ENST00000340958.2	73245192.0	+	chr7	[(73245218, 73245219), (73245318, 73245337)]
CLDN4	ENST00000431918.1	73242503.0	+	chr7	[(73242490, 73242532)]
CLDN4	ENST00000435050.1	73242073.0	+	chr7	[(73242069, 73242082)]
CLDN5	ENST00000403084.1,ENST00000413119.2	19512925.0	-	chr22	[(19512824, 19512885), (19512893, 19512908), (19512915, 19512921)]
CLDN5	ENST00000406028.1	19515067.0	-	chr22	[]
CLDN6	ENST00000328796.4	3068187.0	-	chr16	[(3068178, 3068191), (3068288, 3068312)]
CLDN6	ENST00000396925.1	3070071.0	-	chr16	[(3070227, 3070245)]
CLDN7	ENST00000360325.7	7165796.0	-	chr17	[(7165787, 7165807)]
CLDN7	ENST00000397317.4	7166531.0	-	chr17	[(7166500, 7166538), (7166539, 7166545), (7166554, 7166565)]
CLDN8	all	31588370.5	-	chr21	[(31588318, 31588321), (31588338, 31588357), (31588358, 31588363), (31588365, 31588398), (31588401, 31588433)]
CLDN9	all	3062456.0	+	chr16	[(3062450, 3062465)]
CLDND1	ENST00000341181.6,ENST00000394180.2,ENST00000394185.2,ENST00000394181.2,ENST00000510545.1	98241857.2	-	chr3	[(98241684, 98241696), (98241713, 98241758), (98241760, 98241780)]
CLDND1	ENST00000341181.6,ENST00000394180.2,ENST00000394185.2,ENST00000394181.2,ENST00000510545.1,ENST00000513287.1	98241813.8333	-	chr3	[(98241684, 98241696), (98241713, 98241758), (98241760, 98241780)]
CLDND1	ENST00000341181.6,ENST00000394185.2,ENST00000394181.2,ENST00000510545.1,ENST00000513287.1	98241794.8	-	chr3	[(98241684, 98241696), (98241713, 98241758), (98241760, 98241780)]
CLDND1	ENST00000394185.2,ENST00000394181.2,ENST00000510545.1,ENST00000513287.1	98241772.0	-	chr3	[(98241684, 98241696), (98241713, 98241758), (98241760, 98241780)]
CLDND1	ENST00000394185.2,ENST00000510545.1,ENST00000513287.1	98241742.3333	-	chr3	[(98241684, 98241696), (98241713, 98241758), (98241760, 98241780)]
CLDND1	ENST00000503004.1	98241357.0	-	chr3	[(98241131, 98241163), (98241289, 98241312), (98241437, 98241489)]
CLDND1	ENST00000503004.1,ENST00000513287.1	98241477.0	-	chr3	[(98241289, 98241312), (98241437, 98241489)]
CLDND2	all	51872244.0	-	chr19	[(51872234, 51872279)]
CLEC10A	all	6983592.5	-	chr17	[(6983479, 6983490), (6983503, 6983512), (6983550, 6983578), (6983594, 6983619), (6983620, 6983630)]
CLEC11A	all	51226585.0	+	chr19	[(51226415, 51226431), (51226573, 51226607), (51226611, 51226634), (51226648, 51226668)]
CLEC16A	all	11038344.0	+	chr16	[(11038364, 11038366), (11038374, 11038392), (11038403, 11038492)]
CLEC18B	all	74455289.0	-	chr16	[(74455303, 74455305)]
CLEC2B	all	10022734.0	-	chr12	[(10022549, 10022555)]
CLEC2D	all	9822308.0	+	chr12	[(9822200, 9822222), (9822293, 9822320), (9822334, 9822351), (9822355, 9822366), (9822406, 9822415)]
CLEC2L	all	139208601.0	+	chr7	[(139208406, 139208412), (139208413, 139208505), (139208612, 139208630), (139208747, 139208782)]
CLEC3B	all	45067674.0	+	chr3	[(45067525, 45067558), (45067642, 45067645), (45067659, 45067668), (45067692, 45067699), (45067704, 45067715), (45067739, 45067785), (45067788, 45067806), (45067865, 45067876)]
CLEC4A	all	8276227.0	+	chr12	[(8276116, 8276117), (8276160, 8276167), (8276175, 8276187), (8276189, 8276197), (8276205, 8276219), (8276224, 8276237)]
CLEC4D	all	8666135.0	+	chr12	[(8666095, 8666106), (8666116, 8666124), (8666126, 8666182), (8666184, 8666187)]
CLEC4F	all	71047731.0	-	chr2	[(71047658, 71047701), (71047727, 71047733)]
CLEC4M	all	7828034.0	+	chr19	[(7828063, 7828072), (7828093, 7828104), (7828124, 7828137)]
CLEC6A	all	8608521.0	+	chr12	[(8608521, 8608526), (8608528, 8608537), (8608545, 8608595)]
CLECL1	all	9885894.0	-	chr12	[(9885678, 9885698)]
CLGN	ENST00000325617.5	141349121.0	-	chr4	[(141348999, 141349013)]
CLGN	ENST00000325617.5,ENST00000414773.1	141348967.5	-	chr4	[(141348763, 141348776), (141348789, 141348819), (141348821, 141348824), (141348999, 141349013)]
CLGN	ENST00000414773.1	141348814.0	-	chr4	[(141348763, 141348776), (141348789, 141348819), (141348821, 141348824), (141348999, 141349013)]
CLGN	ENST00000414773.1,ENST00000537281.1	141348678.5	-	chr4	[(141348763, 141348776), (141348789, 141348819), (141348821, 141348824)]
CLGN	ENST00000537281.1	141348543.0	-	chr4	[]
CLHC1	all	55459370.5	-	chr2	[(55459239, 55459269), (55459274, 55459285), (55459301, 55459309), (55459380, 55459387), (55459388, 55459435), (55459437, 55459451), (55459463, 55459476), (55459479, 55459482), (55459485, 55459491)]
CLIC1	ENST00000375780.2	31705094.0	-	chr6	[]
CLIC1	ENST00000375784.3,ENST00000375779.2	31704345.5	-	chr6	[(31704267, 31704280), (31704282, 31704327)]
CLIC1	ENST00000395892.1	31707539.0	-	chr6	[(31707476, 31707488), (31707500, 31707503), (31707524, 31707538), (31707541, 31707553)]
CLIC2	all	154563954.0	-	chrX	[(154563855, 154563876), (154563879, 154563884), (154563889, 154563966), (154563975, 154563992)]
CLIC3	all	139891254.0	-	chr9	[(139891118, 139891122), (139891136, 139891151), (139891165, 139891181), (139891198, 139891215), (139891237, 139891270)]
CLIC4	all	25071847.0	+	chr1	[(25071930, 25071944)]
CLIC5	all	45983585.0	-	chr6	[(45983377, 45983389), (45983435, 45983448), (45983488, 45983499), (45983517, 45983534), (45983549, 45983578), (45983581, 45983603), (45983776, 45983794)]
CLIC6	all	36041687.0	+	chr21	[(36041798, 36041802), (36041881, 36041886)]
CLINT1	all	157286150.0	-	chr5	[(157286087, 157286099), (157286104, 157286188)]
CLIP1	ENST00000302528.7,ENST00000540338.1	122865073.0	-	chr12	[]
CLIP1	ENST00000358808.2,ENST00000537178.1	122907146.5	-	chr12	[(122907033, 122907039), (122907091, 122907186), (122907190, 122907202), (122907210, 122907225), (122907301, 122907322)]
CLIP2	ENST00000223398.6	73703804.0	+	chr7	[(73703728, 73703807), (73703940, 73703987)]
CLIP2	ENST00000395060.1	73731876.0	+	chr7	[]
CLIP3	ENST00000360535.4	36523794.0	-	chr19	[(36523709, 36523796), (36523888, 36523891), (36523934, 36523942)]
CLIP3	ENST00000593074.1	36523572.0	-	chr19	[(36523410, 36523415), (36523443, 36523451), (36523459, 36523471), (36523475, 36523485), (36523491, 36523499), (36523529, 36523548), (36523555, 36523579), (36523580, 36523589), (36523709, 36523796)]
CLIP3	all	36523683.0	-	chr19	[(36523475, 36523485), (36523491, 36523499), (36523529, 36523548), (36523555, 36523579), (36523580, 36523589), (36523709, 36523796)]
CLIP4	ENST00000320081.5	29338291.0	+	chr2	[(29338236, 29338439), (29338464, 29338485), (29338486, 29338508)]
CLIP4	ENST00000404424.1	29336861.0	+	chr2	[]
CLK1	all	201729421.0	-	chr2	[(201729344, 201729359), (201729366, 201729392), (201729393, 201729428)]
CLK2	ENST00000361168.5	155243077.0	-	chr1	[(155243045, 155243056), (155243058, 155243075), (155243087, 155243099), (155243235, 155243304)]
CLK2	ENST00000361168.5,ENST00000355560.4	155243174.5	-	chr1	[(155243045, 155243056), (155243058, 155243075), (155243087, 155243099), (155243235, 155243304), (155243315, 155243320)]
CLK2	ENST00000361168.5,ENST00000368361.4,ENST00000355560.4	155243218.333	-	chr1	[(155243045, 155243056), (155243058, 155243075), (155243087, 155243099), (155243235, 155243304), (155243315, 155243320)]
CLK2	ENST00000368361.4,ENST00000355560.4	155243289.0	-	chr1	[(155243087, 155243099), (155243235, 155243304), (155243315, 155243320)]
CLK2	ENST00000536801.1	155247500.0	-	chr1	[]
