gene	transcripts	chromosome	position	strand	annotation source
Ero1lb	ENSMUST00000071973.6	chr13	12565882	+	GENCODE
Erp27	ENSMUST00000032343.6	chr6	136922179	-	GENCODE
Erp29	ENSMUST00000130451.1	chr5	121452505	-	GENCODE
Erp44	ENSMUST00000030028.4	chr4	48279557	-	GENCODE
Errfi1	ENSMUST00000030811.1	chr4	150855072	+	GENCODE
Errfi1	ENSMUST00000073600.2	chr4	150853918	+	GENCODE
Erv3	ENSMUST00000040941.2	chr2	131859746	-	GENCODE
Esam	ENSMUST00000002011.7	chr9	37528077	+	GENCODE
Esco1	ENSMUST00000025142.5	chr18	10610351	-	GENCODE
Esco2	ENSMUST00000022613.9	chr14	65833993	-	GENCODE
Esd	ENSMUST00000022573.10	chr14	74732296	+	GENCODE
Esf1	ENSMUST00000046030.7	chr2	140170563	-	GENCODE
Esm1	ENSMUST00000038144.8	chr13	113209658	+	GENCODE
Espl1	ENSMUST00000064924.4	chr15	102296292	+	GENCODE
Espn	ENSMUST00000030785.8,ENSMUST00000105658.1	chr4	152152213	-	GENCODE
Espn	ENSMUST00000105659.2	chr4	152152370	-	GENCODE
Espn	ENSMUST00000135185.1	chr4	152149051	-	GENCODE
Espnl	ENSMUST00000088904.3	chr1	91322074	+	GENCODE
Esr1	ENSMUST00000105589.1	chr10	4710154	+	GENCODE
Esr1	ENSMUST00000105590.1,ENSMUST00000067086.7	chr10	4612004	+	GENCODE
Esr2	ENSMUST00000076634.4	chr12	76177258	-	GENCODE
Esr2	ENSMUST00000110421.1	chr12	76167714	-	GENCODE
Esrp1	ENSMUST00000043781.7,ENSMUST00000108311.2,ENSMUST00000108310.1	chr4	11386712	-	GENCODE
Esrp2	ENSMUST00000115979.2	chr8	106136973	-	GENCODE
Esrra	ENSMUST00000025906.4	chr19	6921807	-	GENCODE
Esrrb	ENSMUST00000021680.5	chr12	86421882	+	GENCODE
Esrrb	ENSMUST00000167891.1	chr12	86470116	+	GENCODE
Esrrg	ENSMUST00000110938.1	chr1	187997867	+	GENCODE
Esrrg	ENSMUST00000110939.1	chr1	187609028	+	GENCODE
Esx1	ENSMUST00000074698.2	chrX	137120325	-	GENCODE
Esyt1	ENSMUST00000026427.6	chr10	128525858	-	GENCODE
Esyt2	ENSMUST00000100986.2	chr12	116281221	+	GENCODE
Esyt3	ENSMUST00000042158.6	chr9	99358529	-	GENCODE
Etaa1	ENSMUST00000076661.6	chr11	17953874	-	GENCODE
Etd	ENSMUST00000074232.6	chrX	53434917	+	GENCODE
Etf1	ENSMUST00000025218.7	chr18	34932006	-	GENCODE
Etfa	ENSMUST00000034866.8	chr9	55512242	-	GENCODE
Etfb	ENSMUST00000004729.3	chr7	43444107	+	GENCODE
Etfdh	ENSMUST00000029386.7	chr3	79628862	-	GENCODE
Ethe1	ENSMUST00000077191.6	chr7	24587542	+	GENCODE
Etl4	ENSMUST00000066509.3	chr2	20519827	+	GENCODE
Etnk1	ENSMUST00000032413.4	chr6	143167229	+	GENCODE
Etnk2	ENSMUST00000135222.2	chr1	133363571	+	GENCODE
Etnppl	ENSMUST00000163620.1	chr3	130617692	+	GENCODE
Etnppl	ENSMUST00000166187.1,ENSMUST00000072271.6	chr3	130617507	+	GENCODE
Etohi1	ENSMUST00000108926.2	chr2	178023378	+	GENCODE
Etos1	ENSMUST00000057134.4	chr7	130772651	-	GENCODE
Ets1	ENSMUST00000034534.6	chr9	32696021	+	GENCODE
Ets2	ENSMUST00000023612.8	chr16	95702074	+	GENCODE
Etv1	ENSMUST00000095767.3	chr12	38780081	+	GENCODE
Etv1	ENSMUST00000162563.1	chr12	38780283	+	GENCODE
Etv2	ENSMUST00000108147.2	chr7	30635851	-	GENCODE
Etv3	ENSMUST00000119109.1,ENSMUST00000170036.1	chr3	87525491	+	GENCODE
Etv4	ENSMUST00000164750.1,ENSMUST00000107176.1,ENSMUST00000017868.6	chr11	101785349	-	GENCODE
Etv5	ENSMUST00000079601.6	chr16	22439718	-	GENCODE
Etv6	ENSMUST00000081028.6	chr6	134035699	+	GENCODE
Eva1a	ENSMUST00000042974.8	chr6	82041622	+	GENCODE
Eva1b	ENSMUST00000052876.2	chr4	126147743	+	GENCODE
Eva1b	ENSMUST00000106150.2	chr4	126148531	+	GENCODE
Eva1b	ENSMUST00000106152.2	chr4	126148002	+	GENCODE
Eva1c	ENSMUST00000037539.7	chr16	90831112	+	GENCODE
Evc	ENSMUST00000031005.4	chr5	37336893	-	GENCODE
Evc2	ENSMUST00000056365.8	chr5	37338498	+	GENCODE
Evi2a	ENSMUST00000103236.3,ENSMUST00000170799.1	chr11	79530597	-	GENCODE
Evi2b	ENSMUST00000170422.2	chr11	79530588	-	GENCODE
Evi2b	ENSMUST00000179322.1	chr11	79523761	-	GENCODE
Evi5	ENSMUST00000112642.1	chr5	107875106	-	GENCODE
Evi5l	ENSMUST00000177053.1	chr8	4166566	+	GENCODE
Evl	ENSMUST00000021689.6	chr12	108554719	+	GENCODE
Evpl	ENSMUST00000037007.3	chr11	116238076	-	GENCODE
Evx1	ENSMUST00000031787.7	chr6	52313497	+	GENCODE
Evx2	ENSMUST00000001867.6	chr2	74659860	-	GENCODE
Evx2	ENSMUST00000173623.1	chr2	74659418	-	GENCODE
Ewsr1	ENSMUST00000079949.6	chr11	5099265	-	GENCODE
Ewsr1	ENSMUST00000102930.3	chr11	5099041	-	GENCODE
Exd1	ENSMUST00000060009.2	chr2	119547626	-	GENCODE
Exd1	ENSMUST00000171024.1	chr2	119541512	-	GENCODE
Exd2	ENSMUST00000038185.8	chr12	80463094	+	GENCODE
Exo1	ENSMUST00000039725.6	chr1	175880777	+	GENCODE
Exo5	ENSMUST00000030375.2,ENSMUST00000177880.1	chr4	120925004	-	GENCODE
Exoc1	ENSMUST00000087133.4	chr5	76529310	+	GENCODE
Exoc2	ENSMUST00000021785.6	chr13	30974046	-	GENCODE
Exoc2	ENSMUST00000102946.1	chr13	30950297	-	GENCODE
Exoc3	ENSMUST00000035934.5	chr13	74208699	-	GENCODE
Exoc3l	ENSMUST00000057855.3	chr8	105296097	-	GENCODE
Exoc3l2	ENSMUST00000011407.7,ENSMUST00000137613.1	chr7	19489055	+	GENCODE
Exoc3l4	ENSMUST00000072646.6	chr12	111417429	+	GENCODE
Exoc4	ENSMUST00000052266.8	chr6	33249084	+	GENCODE
Exoc5	ENSMUST00000162175.1	chr14	49066652	-	GENCODE
Exoc6	ENSMUST00000066439.6	chr19	37550417	+	GENCODE
Exoc6b	ENSMUST00000160197.1	chr6	85069512	-	GENCODE
Exoc7	ENSMUST00000106411.3,ENSMUST00000106413.3	chr11	116306733	-	GENCODE
Exoc8	ENSMUST00000098312.2	chr8	124897704	-	GENCODE
Exog	ENSMUST00000035094.6	chr9	119444922	+	GENCODE
Exosc1	ENSMUST00000075280.4	chr19	41933313	-	GENCODE
Exosc10	ENSMUST00000017408.7,ENSMUST00000076022.6	chr4	148558444	+	GENCODE
Exosc2	ENSMUST00000038474.7	chr2	31670714	+	GENCODE
Exosc3	ENSMUST00000030003.3	chr4	45320628	-	GENCODE
Exosc4	ENSMUST00000059045.7	chr15	76327396	+	GENCODE
Exosc5	ENSMUST00000079634.6	chr7	25659152	+	GENCODE
Exosc7	ENSMUST00000026891.4	chr9	123113214	+	GENCODE
Exosc8	ENSMUST00000029316.9	chr3	54735392	-	GENCODE
Exosc9	ENSMUST00000029269.5	chr3	36552605	+	GENCODE
Exph5	ENSMUST00000051014.1	chr9	53301669	+	GENCODE
Ext1	ENSMUST00000077273.2	chr15	53346158	-	GENCODE
Ext2	ENSMUST00000028623.6	chr2	93822567	-	GENCODE
Extl1	ENSMUST00000030643.2	chr4	134372557	-	GENCODE
Extl2	ENSMUST00000029575.5	chr3	116007461	+	GENCODE
Extl2	ENSMUST00000106502.1	chr3	116008219	+	GENCODE
Extl3	ENSMUST00000022550.7	chr14	65098105	-	GENCODE
Eya1	ENSMUST00000027066.6	chr1	14310199	-	GENCODE
Eya2	ENSMUST00000063433.7	chr2	165655297	+	GENCODE
Eya2	ENSMUST00000088132.6	chr2	165595031	+	GENCODE
Eya3	ENSMUST00000081726.6,ENSMUST00000180250.1,ENSMUST00000020197.7,ENSMUST00000079157.4	chr4	132639047	+	GENCODE
Eya4	ENSMUST00000092665.4,ENSMUST00000074366.6	chr10	23349890	-	GENCODE
Ezh1	ENSMUST00000107285.1	chr11	101226449	-	GENCODE
Ezh2	ENSMUST00000081721.6,ENSMUST00000114618.1,ENSMUST00000114616.1	chr6	47595029	-	GENCODE
Ezr	ENSMUST00000064234.6	chr17	6782783	-	GENCODE
F10	ENSMUST00000063820.5	chr8	13037307	+	GENCODE
F11	ENSMUST00000034064.3	chr8	45262030	-	GENCODE
F11r	ENSMUST00000043839.4	chr1	171437534	+	GENCODE
F12	ENSMUST00000021948.8	chr13	55426792	-	GENCODE
F13a1	ENSMUST00000037491.8	chr13	37049212	-	GENCODE
F13a1	ENSMUST00000164727.1	chr13	37050243	-	GENCODE
F13b	ENSMUST00000027615.5	chr1	139501706	+	GENCODE
F2	ENSMUST00000028681.8,ENSMUST00000111335.1	chr2	91636409	-	GENCODE
F2r	ENSMUST00000059193.5	chr13	95618458	-	GENCODE
F2rl1	ENSMUST00000022185.8	chr13	95525239	-	GENCODE
F2rl2	ENSMUST00000022182.4	chr13	95696852	+	GENCODE
F2rl3	ENSMUST00000058099.8	chr8	72761879	+	GENCODE
F3	ENSMUST00000029771.8	chr3	121723536	+	GENCODE
F5	ENSMUST00000086040.5	chr1	164151837	+	GENCODE
F7	ENSMUST00000033820.3	chr8	13026033	+	GENCODE
F730035P03Rik	ENSMUST00000065741.3	chr7	99781487	-	GENCODE
F8	ENSMUST00000033539.6	chrX	75382315	-	GENCODE
F830016B08Rik	ENSMUST00000171297.1	chr18	60293379	+	GENCODE
F830045P16Rik	ENSMUST00000050309.5	chr2	129536601	-	GENCODE
F830104G03Rik	ENSMUST00000099093.3	chr3	56890592	-	GENCODE
F8a	ENSMUST00000105111.2	chrX	73228305	+	GENCODE
F9	ENSMUST00000033477.4	chrX	59999463	+	GENCODE
F930015N05Rik	ENSMUST00000177999.1	chr11	64436652	-	GENCODE
F930017D23Rik	ENSMUST00000099888.2	chr10	43593426	+	GENCODE
Fa2h	ENSMUST00000038475.8	chr8	111393823	-	GENCODE
Faah	ENSMUST00000049095.5	chr4	116017925	-	GENCODE
Fabp1	ENSMUST00000067492.7	chr6	71199826	+	GENCODE
Fabp12	ENSMUST00000029043.6,ENSMUST00000119761.1	chr3	10301177	-	GENCODE
Fabp12	ENSMUST00000117917.1,ENSMUST00000172126.1	chr3	10254237	-	GENCODE
Fabp2	ENSMUST00000023820.5	chr3	122895071	+	GENCODE
Fabp3	ENSMUST00000070532.7	chr4	130308594	+	GENCODE
Fabp3-ps1	ENSMUST00000070435.4	chr10	86732408	-	GENCODE
Fabp4	ENSMUST00000029041.4	chr3	10208575	-	GENCODE
Fabp5	ENSMUST00000029046.8	chr3	10012547	+	GENCODE
Fabp6	ENSMUST00000020672.4	chr11	43601539	-	GENCODE
Fabp7	ENSMUST00000020024.5	chr10	57784880	+	GENCODE
Fabp9	ENSMUST00000029038.7	chr3	10197221	-	GENCODE
Fadd	ENSMUST00000033394.7	chr7	144582462	-	GENCODE
Fads1	ENSMUST00000010807.4	chr19	10182887	+	GENCODE
Fads2	ENSMUST00000025567.7	chr19	10101502	-	GENCODE
Fads3	ENSMUST00000115995.2	chr19	10041547	+	GENCODE
Fads6	ENSMUST00000056153.7	chr11	115297513	-	GENCODE
Faf1	ENSMUST00000102724.4	chr4	109676587	+	GENCODE
Faf2	ENSMUST00000126071.1	chr13	54621783	+	GENCODE
Fah	ENSMUST00000032865.9	chr7	84605826	-	GENCODE
Fahd1	ENSMUST00000049642.4	chr17	24850301	-	GENCODE
Fahd2a	ENSMUST00000028848.3	chr2	127444549	-	GENCODE
Faim	ENSMUST00000035038.1	chr9	98986372	+	GENCODE
Faim2	ENSMUST00000023750.7	chr15	99528016	-	GENCODE
Faim3	ENSMUST00000038829.5	chr1	130865668	+	GENCODE
Fam101a	ENSMUST00000036109.3	chr5	125003446	+	GENCODE
Fam101b	ENSMUST00000021207.6	chr11	76027781	-	GENCODE
Fam102a	ENSMUST00000048375.5	chr2	32535358	+	GENCODE
Fam102b	ENSMUST00000171143.1	chr3	109027606	-	GENCODE
Fam103a1	ENSMUST00000042166.4	chr7	81762924	+	GENCODE
Fam103a1	ENSMUST00000118190.1	chr7	81763282	+	GENCODE
Fam104a	ENSMUST00000120194.1	chr11	113684154	-	GENCODE
Fam105a	ENSMUST00000100739.3	chr15	27681541	-	GENCODE
Fam105b	ENSMUST00000059662.7	chr15	27630692	-	GENCODE
Fam107a	ENSMUST00000036070.8,ENSMUST00000121887.1	chr14	8309777	-	GENCODE
Fam107a	ENSMUST00000120411.1	chr14	8318022	-	GENCODE
Fam107b	ENSMUST00000027965.4,ENSMUST00000115053.2	chr2	3713467	+	GENCODE
Fam107b	ENSMUST00000115054.2	chr2	3704806	+	GENCODE
Fam107b	ENSMUST00000115055.2	chr2	3704012	+	GENCODE
Fam109a	ENSMUST00000056654.3	chr5	121849027	+	GENCODE
Fam109b	ENSMUST00000050349.2	chr15	82341178	+	GENCODE
Fam109b	ENSMUST00000161178.1	chr15	82340857	+	GENCODE
Fam110a	ENSMUST00000062047.5	chr2	151980218	-	GENCODE
Fam110a	ENSMUST00000109863.1	chr2	151973393	-	GENCODE
Fam110a	ENSMUST00000109865.1,ENSMUST00000109864.1	chr2	151973949	-	GENCODE
Fam110b	ENSMUST00000054857.6	chr4	5644120	+	GENCODE
Fam110b	ENSMUST00000108380.1	chr4	5724311	+	GENCODE
Fam110b	ENSMUST00000171403.1	chr4	5772878	+	GENCODE
Fam110c	ENSMUST00000041133.8	chr12	31073967	+	GENCODE
Fam111a	ENSMUST00000025595.4	chr19	12573522	+	GENCODE
Fam111a	ENSMUST00000144662.1	chr19	12568197	+	GENCODE
Fam114a1	ENSMUST00000031080.8	chr5	64970070	+	GENCODE
Fam114a2	ENSMUST00000020831.6,ENSMUST00000108850.1	chr11	57518609	-	GENCODE
Fam115a	ENSMUST00000045054.4	chr6	42710066	-	GENCODE
Fam115a	ENSMUST00000121083.1,ENSMUST00000045140.4	chr6	42693072	-	GENCODE
Fam115c	ENSMUST00000031879.3	chr6	42645253	-	GENCODE
Fam115e	ENSMUST00000069023.3	chr6	42597371	-	GENCODE
Fam117a	ENSMUST00000037502.6	chr11	95337017	+	GENCODE
Fam117b	ENSMUST00000036540.5	chr1	59913005	+	GENCODE
Fam118a	ENSMUST00000023069.7	chr15	85037061	+	GENCODE
Fam118b	ENSMUST00000121564.1,ENSMUST00000059057.7	chr9	35267790	-	GENCODE
Fam120a	ENSMUST00000060805.6	chr13	48968016	-	GENCODE
Fam120b	ENSMUST00000055352.6	chr17	15396245	+	GENCODE
Fam120c	ENSMUST00000073364.5	chrX	151344174	+	GENCODE
Fam122a	ENSMUST00000099556.1	chr19	24477355	-	GENCODE
Fam122b	ENSMUST00000071023.5	chrX	53269804	-	GENCODE
Fam122b	ENSMUST00000114838.1	chrX	53269019	-	GENCODE
Fam122c	ENSMUST00000114835.1	chrX	53273423	+	GENCODE
Fam124a	ENSMUST00000039064.7	chr14	62555736	+	GENCODE
Fam124b	ENSMUST00000058748.1	chr1	80213943	-	GENCODE
Fam126a	ENSMUST00000030849.6	chr5	24030689	-	GENCODE
Fam126b	ENSMUST00000161600.1,ENSMUST00000038372.7	chr1	58586256	-	GENCODE
Fam129a	ENSMUST00000148810.1	chr1	151571372	+	GENCODE
Fam129b	ENSMUST00000028135.8	chr2	32876113	+	GENCODE
Fam129c	ENSMUST00000143662.1	chr8	71597647	+	GENCODE
Fam131a	ENSMUST00000056518.6	chr16	20694907	+	GENCODE
Fam131b	ENSMUST00000143278.1,ENSMUST00000095974.3	chr6	42324616	-	GENCODE
Fam131c	ENSMUST00000006380.4	chr4	141368219	+	GENCODE
Fam132a	ENSMUST00000024338.4	chr4	155962317	+	GENCODE
Fam132b	ENSMUST00000086861.5	chr1	91366429	+	GENCODE
Fam133b	ENSMUST00000115527.3	chr5	3543843	+	GENCODE
Fam134a	ENSMUST00000097694.4	chr1	75142785	+	GENCODE
Fam134b	ENSMUST00000110438.1	chr15	25940886	+	GENCODE
Fam134c	ENSMUST00000017946.5	chr11	101119892	-	GENCODE
Fam135a	ENSMUST00000027337.8	chr1	24100340	-	GENCODE
Fam135b	ENSMUST00000022953.8	chr15	71727837	-	GENCODE
Fam136a	ENSMUST00000071492.7	chr6	86365682	+	GENCODE
Fam136b-ps	ENSMUST00000068987.5	chr15	31276490	+	GENCODE
Fam13a	ENSMUST00000089860.5	chr6	59024548	-	GENCODE
Fam13b	ENSMUST00000040506.6	chr18	34506822	-	GENCODE
Fam13c	ENSMUST00000105436.2	chr10	70440667	+	GENCODE
Fam13c	ENSMUST00000173042.1,ENSMUST00000062883.6	chr10	70440902	+	GENCODE
Fam149a	ENSMUST00000093526.6	chr8	45382290	-	GENCODE
Fam149b	ENSMUST00000090499.5	chr14	20348161	+	GENCODE
Fam150a	ENSMUST00000133144.2	chr1	6359330	+	GENCODE
Fam150b	ENSMUST00000067087.6	chr12	30884321	+	GENCODE
Fam151a	ENSMUST00000047620.2	chr4	106733888	+	GENCODE
Fam151b	ENSMUST00000040106.7	chr13	92484030	-	GENCODE
Fam154a	ENSMUST00000030216.5	chr4	86558302	-	GENCODE
Fam154b	ENSMUST00000056728.4	chr7	82648522	-	GENCODE
Fam155a	ENSMUST00000110969.3	chr8	9771017	-	GENCODE
Fam159a	ENSMUST00000053157.6	chr4	108383348	-	GENCODE
Fam159b	ENSMUST00000043061.4	chr13	104863892	-	GENCODE
Fam160a1	ENSMUST00000094148.4	chr3	85741388	-	GENCODE
Fam160a1	ENSMUST00000118408.1	chr3	85746265	-	GENCODE
Fam160a1	ENSMUST00000119077.1	chr3	85722473	-	GENCODE
Fam160a2	ENSMUST00000179474.1,ENSMUST00000048079.6,ENSMUST00000122327.1	chr7	105400045	-	GENCODE
Fam160b1	ENSMUST00000036407.4	chr19	57361008	+	GENCODE
Fam160b2	ENSMUST00000022690.9	chr14	70599834	-	GENCODE
Fam161a	ENSMUST00000058269.8	chr11	23013386	+	GENCODE
Fam161a	ENSMUST00000172602.1,ENSMUST00000109557.2	chr11	23008405	+	GENCODE
Fam161b	ENSMUST00000065536.2,ENSMUST00000021659.1	chr12	84361826	-	GENCODE
Fam162a	ENSMUST00000004057.7	chr16	36071514	-	GENCODE
Fam162b	ENSMUST00000020064.3	chr10	51590479	-	GENCODE
Fam163a	ENSMUST00000015628.3	chr1	156205025	-	GENCODE
Fam163b	ENSMUST00000151224.2	chr2	27142490	-	GENCODE
Fam166a	ENSMUST00000028346.3	chr2	25218744	+	GENCODE
Fam166b	ENSMUST00000052829.3	chr4	43429133	-	GENCODE
Fam167a	ENSMUST00000121288.1	chr14	63436393	+	GENCODE
Fam167b	ENSMUST00000052835.8	chr4	129578548	-	GENCODE
Fam168a	ENSMUST00000107042.1,ENSMUST00000049053.7	chr7	100706675	+	GENCODE
Fam168b	ENSMUST00000170092.1,ENSMUST00000047534.5	chr1	34843056	-	GENCODE
Fam169a	ENSMUST00000042517.6	chr13	97071642	+	GENCODE
Fam169a	ENSMUST00000169863.1	chr13	97067286	+	GENCODE
Fam170a	ENSMUST00000039121.2	chr18	50278368	+	GENCODE
Fam170b	ENSMUST00000104926.2	chr14	32833961	+	GENCODE
Fam171a1	ENSMUST00000115099.2	chr2	3118381	+	GENCODE
Fam171a2	ENSMUST00000049057.4	chr11	102447681	-	GENCODE
Fam171b	ENSMUST00000051454.3	chr2	83812635	+	GENCODE
Fam172a	ENSMUST00000163257.1,ENSMUST00000091459.4,ENSMUST00000099358.3	chr13	77708689	+	GENCODE
Fam173a	ENSMUST00000072735.7	chr17	25792283	-	GENCODE
Fam173b	ENSMUST00000042702.6	chr15	31602117	+	GENCODE
Fam174a	ENSMUST00000059975.6	chr1	95313627	+	GENCODE
Fam174b	ENSMUST00000107456.2	chr7	73740306	+	GENCODE
Fam175a	ENSMUST00000055245.6,ENSMUST00000117364.1	chr5	100820951	-	GENCODE
Fam175b	ENSMUST00000181577.1	chr7	132859224	+	GENCODE
Fam177a	ENSMUST00000177768.1	chr12	55124527	+	GENCODE
Fam178a	ENSMUST00000096053.3	chr19	44931118	+	GENCODE
Fam178b	ENSMUST00000170295.1,ENSMUST00000114981.1	chr1	36683182	-	GENCODE
Fam179a	ENSMUST00000097284.3	chr17	71673260	+	GENCODE
Fam179a	ENSMUST00000153445.1	chr17	71684804	+	GENCODE
Fam179b	ENSMUST00000066296.7	chr12	64965741	+	GENCODE
Fam180a	ENSMUST00000051176.7	chr6	35326140	-	GENCODE
Fam181a	ENSMUST00000179363.1	chr12	103314958	+	GENCODE
Fam183b	ENSMUST00000094156.4	chr11	58801959	-	GENCODE
Fam184a	ENSMUST00000020003.7	chr10	53750879	-	GENCODE
Fam184b	ENSMUST00000016023.7	chr5	45639500	-	GENCODE
Fam185a	ENSMUST00000056045.4	chr5	21424957	+	GENCODE
Fam186a	ENSMUST00000062631.8	chr15	99931795	-	GENCODE
Fam186a	ENSMUST00000100209.4	chr15	99967074	-	GENCODE
Fam186b	ENSMUST00000109100.1	chr15	99287179	-	GENCODE
Fam187a	ENSMUST00000100369.3	chr11	102885168	+	GENCODE
Fam187b	ENSMUST00000058093.4	chr7	30977042	+	GENCODE
Fam188a	ENSMUST00000028105.6	chr2	12419468	-	GENCODE
Fam188b	ENSMUST00000053094.7	chr6	55203382	+	GENCODE
Fam189a1	ENSMUST00000119118.1	chr7	65156569	-	GENCODE
Fam189a2	ENSMUST00000096164.4	chr19	24031018	-	GENCODE
Fam189b	ENSMUST00000041913.6	chr3	89183202	+	GENCODE
Fam192a	ENSMUST00000034226.6	chr8	94601725	-	GENCODE
Fam193a	ENSMUST00000094867.4	chr5	34426336	+	GENCODE
Fam193a	ENSMUST00000180376.1	chr5	34369932	+	GENCODE
Fam193b	ENSMUST00000021957.6	chr13	55571119	-	GENCODE
Fam194a	ENSMUST00000041115.6	chr3	58637206	-	GENCODE
Fam195a	ENSMUST00000026828.5	chr17	25868737	-	GENCODE
Fam195b	ENSMUST00000034913.4	chr11	120549726	-	GENCODE
Fam196a	ENSMUST00000171394.1	chr7	134938429	-	GENCODE
Fam196b	ENSMUST00000165963.1,ENSMUST00000093192.3	chr11	34314821	+	GENCODE
Fam198a	ENSMUST00000043011.7	chr9	121950987	+	GENCODE
Fam198b	ENSMUST00000029567.8	chr3	79885929	+	GENCODE
Fam198b	ENSMUST00000118853.1	chr3	79884532	+	GENCODE
Fam199x	ENSMUST00000047852.7	chrX	137049593	+	GENCODE
Fam19a1	ENSMUST00000075080.5	chr6	96115310	+	GENCODE
Fam19a1	ENSMUST00000122120.1	chr6	96113153	+	GENCODE
Fam19a2	ENSMUST00000050756.7	chr10	123264075	+	GENCODE
Fam19a3	ENSMUST00000139783.1	chr3	104777546	-	GENCODE
Fam19a4	ENSMUST00000089295.4	chr6	97060410	-	GENCODE
Fam19a5	ENSMUST00000068088.6	chr15	87625229	+	GENCODE
Fam203a	ENSMUST00000023213.6	chr15	76368897	+	GENCODE
Fam207a	ENSMUST00000045454.7	chr10	77515812	-	GENCODE
Fam209	ENSMUST00000029007.2	chr2	172472519	+	GENCODE
Fam20a	ENSMUST00000020938.7	chr11	109722255	-	GENCODE
Fam20b	ENSMUST00000122424.1,ENSMUST00000086153.6	chr1	156718954	-	GENCODE
Fam20c	ENSMUST00000026972.7	chr5	138754513	+	GENCODE
Fam21	ENSMUST00000036759.8	chr6	116208032	+	GENCODE
Fam210a	ENSMUST00000042852.6	chr18	68300332	-	GENCODE
Fam210b	ENSMUST00000028995.4	chr2	172345564	+	GENCODE
Fam211a	ENSMUST00000057194.8	chr11	62648522	-	GENCODE
Fam211b	ENSMUST00000051129.9	chr10	75560329	-	GENCODE
Fam212a	ENSMUST00000048568.4	chr9	107985878	-	GENCODE
Fam212b	ENSMUST00000066610.7	chr3	105704598	+	GENCODE
Fam212b	ENSMUST00000098273.2	chr3	105705457	+	GENCODE
Fam213a	ENSMUST00000118466.1	chr14	41013787	-	GENCODE
Fam213b	ENSMUST00000030935.3	chr4	154899109	-	GENCODE
Fam214a	ENSMUST00000170846.1	chr9	74953052	+	GENCODE
Fam214b	ENSMUST00000036462.5	chr4	43046219	-	GENCODE
Fam214b	ENSMUST00000107956.1,ENSMUST00000107957.1	chr4	43045810	-	GENCODE
Fam214b	ENSMUST00000107958.1,ENSMUST00000107959.1	chr4	43040288	-	GENCODE
Fam216a	ENSMUST00000031419.5	chr5	122372363	-	GENCODE
Fam216b	ENSMUST00000066437.4	chr14	78089006	-	GENCODE
Fam217a	ENSMUST00000021851.6	chr13	34919991	-	GENCODE
Fam217b	ENSMUST00000094251.4	chr2	178414523	+	GENCODE
Fam219a	ENSMUST00000108052.3	chr4	41569536	-	GENCODE
Fam219b	ENSMUST00000114200.2	chr9	57537527	+	GENCODE
Fam220a	ENSMUST00000119488.1	chr5	143548707	+	GENCODE
Fam221a	ENSMUST00000060561.8	chr6	49367738	+	GENCODE
Fam221b	ENSMUST00000056474.6	chr4	43669140	-	GENCODE
Fam222a	ENSMUST00000043650.7	chr5	114568015	+	GENCODE
Fam222b	ENSMUST00000073705.5	chr11	78094659	+	GENCODE
Fam222b	ENSMUST00000155571.1	chr11	78115605	+	GENCODE
Fam227a	ENSMUST00000109646.2	chr15	79658748	-	GENCODE
Fam227a	ENSMUST00000109648.2,ENSMUST00000046816.6	chr15	79658955	-	GENCODE
Fam227b	ENSMUST00000110446.2,ENSMUST00000110448.2	chr2	126151993	-	GENCODE
Fam227b	ENSMUST00000178118.1	chr2	126146250	-	GENCODE
Fam228a	ENSMUST00000111154.2	chr12	4738382	-	GENCODE
Fam228b	ENSMUST00000053458.5	chr12	4769266	-	GENCODE
Fam229a	ENSMUST00000106043.2	chr4	129491189	+	GENCODE
Fam229b	ENSMUST00000063204.2,ENSMUST00000139743.1,ENSMUST00000134279.1,ENSMUST00000149949.1,ENSMUST00000124941.1	chr10	39133889	-	GENCODE
Fam229b	ENSMUST00000135785.1	chr10	39133913	-	GENCODE
Fam229b	ENSMUST00000136546.1	chr10	39122313	-	GENCODE
Fam229b	ENSMUST00000137132.1	chr10	39123101	-	GENCODE
Fam24a	ENSMUST00000084505.4	chr7	131334621	+	GENCODE
Fam25c	ENSMUST00000052126.5	chr14	34355432	-	GENCODE
Fam26d	ENSMUST00000048052.5	chr10	34044312	-	GENCODE
Fam26e	ENSMUST00000069125.6	chr10	34096518	-	GENCODE
Fam26f	ENSMUST00000062784.6	chr10	34127971	-	GENCODE
Fam32a	ENSMUST00000003123.8	chr8	72219729	+	GENCODE
Fam35a	ENSMUST00000111917.1	chr14	34310502	-	GENCODE
Fam3a	ENSMUST00000015427.6,ENSMUST00000114142.1	chrX	74393052	-	GENCODE
Fam3a	ENSMUST00000114143.3	chrX	74393271	-	GENCODE
Fam3b	ENSMUST00000049721.7	chr16	97504935	-	GENCODE
Fam3c	ENSMUST00000165576.1	chr6	22356165	-	GENCODE
Fam43a	ENSMUST00000059078.3	chr16	30599722	+	GENCODE
Fam43b	ENSMUST00000105032.2	chr4	138396457	-	GENCODE
Fam45a	ENSMUST00000025957.8	chr19	60811610	+	GENCODE
Fam46a	ENSMUST00000034802.8	chr9	85327123	-	GENCODE
Fam46b	ENSMUST00000051676.6	chr4	133480131	+	GENCODE
Fam46c	ENSMUST00000061455.8	chr3	100489323	-	GENCODE
Fam46d	ENSMUST00000101292.2	chrX	107792589	+	GENCODE
Fam46d	ENSMUST00000167154.1	chrX	107816571	+	GENCODE
