gene	transcript	chromosome	strand	TSS source	primary TSS	secondary TSS
EPHB4	P1P2	chr7	-	CAGE, matched peaks	(100425130, 100425153)	(100425087, 100425098)
EPHB6	P1P2	chr7	+	CAGE, matched peaks	(142552823, 142552902)	(142552671, 142552722)
EPHX1	P1P2	chr1	+	CAGE, matched peaks	(225997818, 225997834)	(225997791, 225997802)
EPHX2	P1P2	chr8	+	CAGE, matched peaks	(27348649, 27348720)	(27348626, 27348635)
EPHX3	P1P2	chr19	-	CAGE, matched peaks	(15343191, 15343270)	(15343191, 15343270)
EPHX4	P1P2	chr1	+	CAGE, matched peaks	(92495528, 92495604)	(92495382, 92495419)
EPM2A	P1P2	chr6	-	CAGE, matched peaks	(146056589, 146056646)	(146056648, 146056679)
EPM2AIP1	P1P2	chr3	-	CAGE, matched peaks	(37034614, 37034646)	(37034614, 37034646)
EPN1	P1P2	chr19	+	CAGE, matched peaks	(56186557, 56186601)	(56186606, 56186655)
EPN2	P1	chr17	+	CAGE, matched peaks	(19140784, 19140820)	(19140784, 19140820)
EPN2	P2	chr17	+	CAGE, matched peaks	(19186377, 19186397)	(19186377, 19186397)
EPN3	P1	chr17	+	CAGE, matched peaks	(48610074, 48610107)	(48610074, 48610107)
EPN3	P2	chr17	+	CAGE, matched peaks	(48611955, 48611976)	(48611955, 48611976)
EPO	P1P2	chr7	+	CAGE, matched peaks	(100318087, 100318109)	(100318087, 100318109)
EPOR	P1	chr19	-	CAGE, matched peaks	(11491892, 11491905)	(11491892, 11491905)
EPOR	P2	chr19	-	CAGE, matched peaks	(11494975, 11495003)	(11494975, 11495003)
EPPK1	P1P2	chr8	-	CAGE, matched peaks	(144952631, 144952636)	(144952631, 144952636)
EPRS	P1P2	chr1	-	CAGE, matched peaks	(220219775, 220219859)	(220219866, 220219877)
EPS15	P1P2	chr1	-	CAGE, matched peaks	(51984908, 51984952)	(51984908, 51984952)
EPS15L1	P1P2	chr19	-	CAGE, matched peaks	(16582758, 16582797)	(16582815, 16582828)
EPS8	P1P2	chr12	-	CAGE, matched peaks	(15942309, 15942330)	(15942285, 15942296)
EPS8L1	P1	chr19	+	CAGE, matched peaks	(55587231, 55587263)	(55587231, 55587263)
EPS8L1	P2	chr19	+	CAGE, matched peaks	(55591743, 55591780)	(55591743, 55591780)
EPS8L2	P1P2	chr11	+	CAGE, matched peaks	(706219, 706260)	(706174, 706213)
EPT1	P1P2	chr2	+	CAGE, matched peaks	(26568965, 26569025)	(26569028, 26569039)
EPX	P1P2	chr17	+	CAGE, matched peaks	(56270084, 56270090)	(56270084, 56270090)
EQTN	P1P2	chr9	-	CAGE, matched peaks	(27297095, 27297114)	(27297126, 27297140)
ERAL1	P1P2	chr17	+	CAGE, matched peaks	(27182021, 27182055)	(27182021, 27182055)
ERAP1	P1P2	chr5	-	CAGE, matched peaks	(96143602, 96143655)	(96144046, 96144071)
ERAP2	P1P2	chr5	+	CAGE, matched peaks	(96212185, 96212210)	(96211641, 96211676)
ERAS	all	chrX	+	Annotation	(48687282.0, 48687282.0)	(48687282.0, 48687282.0)
ERBB2	P1P2	chr17	+	CAGE, matched peaks	(37856299, 37856329)	(37856253, 37856296)
ERBB2IP	P1P2	chr5	+	CAGE, matched peaks	(65222500, 65222555)	(65222394, 65222411)
ERBB3	P1P2	chr12	+	CAGE, matched peaks	(56473939, 56473994)	(56473883, 56473903)
ERBB4	P1P2	chr2	-	CAGE, matched peaks	(213403880, 213403914)	(213403858, 213403879)
ERC1	P1P2	chr12	+	CAGE, matched peaks	(1100370, 1100419)	(1100423, 1100440)
ERC2	P1P2	chr3	-	CAGE, matched peaks	(56502375, 56502428)	(56502431, 56502531)
ERCC1	P1P2	chr19	-	CAGE, matched peaks	(45927126, 45927189)	(45926739, 45926832)
ERCC2	P1P2	chr19	-	CAGE, matched peaks	(45873807, 45873855)	(45873784, 45873791)
ERCC3	P1P2	chr2	-	CAGE, matched peaks	(128051708, 128051748)	(128051672, 128051688)
ERCC4	P1	chr16	+	CAGE, matched peaks	(14013998, 14014054)	(14013998, 14014054)
ERCC4	P2	chr16	+	CAGE, matched peaks	(14025872, 14025886)	(14025872, 14025886)
ERCC5	P1P2	chr13	+	CAGE, matched peaks	(103498370, 103498458)	(103498186, 103498212)
ERCC6	P1P2	chr10	-	CAGE, matched peaks	(50747064, 50747124)	(50747158, 50747175)
ERCC6L	P1P2	chrX	-	CAGE, matched peaks	(71458802, 71458891)	(71458904, 71458909)
ERCC6L2	P1P2	chr9	+	CAGE, matched peaks	(98637954, 98637989)	(98638279, 98638340)
ERCC8	P1P2	chr5	-	CAGE, matched peaks	(60240858, 60240905)	(60241256, 60241262)
EREG	P1P2	chr4	+	CAGE, matched peaks	(75230853, 75230871)	(75230853, 75230871)
ERF	P1P2	chr19	-	CAGE, matched peaks	(42759266, 42759290)	(42759300, 42759324)
ERG	P1	chr21	-	CAGE, matched peaks	(39870339, 39870443)	(39870339, 39870443)
ERG	P2	chr21	-	CAGE, matched peaks	(40032884, 40032915)	(40032884, 40032915)
ERGIC1	P1P2	chr5	+	CAGE, matched peaks	(172261356, 172261396)	(172261311, 172261355)
ERGIC2	P1P2	chr12	-	CAGE, matched peaks	(29534074, 29534127)	(29534133, 29534144)
ERGIC3	P1P2	chr20	+	CAGE, matched peaks	(34129791, 34129841)	(34129791, 34129841)
ERH	P1P2	chr14	-	CAGE, matched peaks	(69864993, 69865056)	(69864973, 69864987)
ERI1	P1P2	chr8	+	CAGE, matched peaks	(8860396, 8860451)	(8860373, 8860388)
ERI2	P1P2	chr16	-	CAGE, matched peaks	(20817753, 20817816)	(20817753, 20817816)
ERI3	P1P2	chr1	-	CAGE, matched peaks	(44820880, 44820946)	(44820948, 44820968)
ERICH1	P1P2	chr8	-	CAGE, matched peaks	(681165, 681241)	(681165, 681241)
ERLEC1	P1P2	chr2	+	CAGE, matched peaks	(54014168, 54014220)	(54014270, 54014287)
ERLIN1	P1P2	chr10	-	CAGE, matched peaks	(101945771, 101945795)	(101945716, 101945735)
ERLIN2	P1P2	chr8	+	CAGE, matched peaks	(37594130, 37594169)	(37594103, 37594125)
ERMAP	P1	chr1	+	CAGE, matched peaks	(43282782, 43282812)	(43282782, 43282812)
ERMAP	P2	chr1	+	CAGE, matched peaks	(43291220, 43291239)	(43291220, 43291239)
ERMARD	P1P2	chr6	+	CAGE, matched peaks	(170151708, 170151762)	(170151708, 170151762)
ERMP1	P1P2	chr9	-	CAGE, matched peaks	(5833027, 5833138)	(5833016, 5833023)
ERN1	P1P2	chr17	-	CAGE, matched peaks	(62207487, 62207511)	(62208051, 62208101)
ERN2	P1P2	chr16	-	CAGE, matched peaks	(23724518, 23724568)	(23724518, 23724568)
ERO1L	P1P2	chr14	-	CAGE, matched peaks	(53162361, 53162513)	(53162600, 53162680)
ERO1LB	P1P2	chr1	-	CAGE, matched peaks	(236445251, 236445266)	(236445023, 236445050)
ERP27	P1P2	chr12	-	CAGE, matched peaks	(15082050, 15082081)	(15082050, 15082081)
ERP29	P1P2	chr12	+	CAGE, matched peaks	(112451222, 112451264)	(112451207, 112451218)
ERP44	P1P2	chr9	-	CAGE, matched peaks	(102861267, 102861307)	(102861267, 102861307)
ERRFI1	P1P2	chr1	-	CAGE, matched peaks	(8086360, 8086378)	(8086360, 8086378)
ERV3-1	P1P2	chr7	-	CAGE, matched peaks	(64467031, 64467043)	(64467093, 64467104)
ERVFRD-1	P1P2	chr6	-	CAGE, matched peaks	(11111950, 11111959)	(11112056, 11112083)
ESAM	P1	chr11	-	CAGE, matched peaks	(124632179, 124632199)	(124632179, 124632199)
ESAM	P2	chr11	-	CAGE, matched peaks	(124633286, 124633290)	(124633286, 124633290)
ESCO1	P1P2	chr18	-	CAGE, matched peaks	(19180606, 19180673)	(19180681, 19180711)
ESCO2	P1P2	chr8	+	CAGE, matched peaks	(27632047, 27632080)	(27632083, 27632099)
ESD	P1P2	chr13	-	CAGE, matched peaks	(47371266, 47371308)	(47371310, 47371321)
ESF1	P1	chr20	-	CAGE, matched peaks	(13765526, 13765578)	(13765526, 13765578)
ESF1	P2	chr20	-	CAGE, matched peaks	(13763602, 13763623)	(13763602, 13763623)
ESPL1	P1P2	chr12	+	CAGE, matched peaks	(53662073, 53662105)	(53662049, 53662061)
ESPN	P1	chr1	+	CAGE, matched peaks	(6484829, 6484843)	(6484829, 6484843)
ESPN	P2	chr1	+	CAGE, matched peaks	(6508100, 6508152)	(6508100, 6508152)
ESPNL	P1	chr2	+	CAGE, matched peaks	(239008973, 239009011)	(239008973, 239009011)
ESPNL	P2	chr2	+	CAGE, matched peaks	(239036028, 239036048)	(239036028, 239036048)
ESR1	P1	chr6	+	CAGE, matched peaks	(152011654, 152011682)	(152011654, 152011682)
ESR1	P2	chr6	+	CAGE, matched peaks	(152128810, 152128827)	(152128810, 152128827)
ESR2	P1P2	chr14	-	CAGE, matched peaks	(64761083, 64761101)	(64760984, 64761000)
ESRP1	P1P2	chr8	+	CAGE, matched peaks	(95653373, 95653415)	(95653432, 95653460)
ESRP2	P1P2	chr16	-	CAGE, matched peaks	(68269971, 68270059)	(68270072, 68270086)
ESRRA	P1P2	chr11	+	CAGE, matched peaks	(64073022, 64073056)	(64072981, 64073005)
ESRRB	all	chr14	+	Annotation	(76873880.0, 76873880.0)	(76873880.0, 76873880.0)
ESRRG	ENST00000360012.3	chr1	-	Annotation	(216978708.0, 216978708.0)	(216978708.0, 216978708.0)
ESRRG	ENST00000361395.2,ENST00000366938.2,ENST00000487276.1	chr1	-	Annotation	(217113013.0, 217113013.0)	(217113013.0, 217113013.0)
ESRRG	ENST00000361525.3,ENST00000359162.2	chr1	-	CAGE, robust peak	(217263131, 217263207)	(217262933, 217262968)
ESRRG	ENST00000366940.2,ENST00000493603.1	chr1	-	CAGE, robust peak	(217311125, 217311136)	(217311025, 217311049)
ESRRG	ENST00000493748.1	chr1	-	CAGE, robust peak	(217250308, 217250349)	(217250268, 217250276)
ESX1	P1P2	chrX	-	CAGE, matched peaks	(103499602, 103499617)	(103499660, 103499666)
ESYT1	P1	chr12	+	CAGE, matched peaks	(56522001, 56522087)	(56522001, 56522087)
ESYT1	P2	chr12	+	CAGE, matched peaks	(56512026, 56512064)	(56512026, 56512064)
ESYT2	P1P2	chr7	-	CAGE, matched peaks	(158622190, 158622207)	(158622210, 158622263)
ESYT3	P1P2	chr3	+	CAGE, matched peaks	(138153451, 138153467)	(138153411, 138153433)
ETAA1	P1P2	chr2	+	CAGE, matched peaks	(67624430, 67624479)	(67624430, 67624479)
ETF1	P1P2	chr5	-	CAGE, matched peaks	(137878887, 137878937)	(137878846, 137878872)
ETFA	P1P2	chr15	-	CAGE, matched peaks	(76603727, 76603818)	(76603828, 76603839)
ETFB	P1	chr19	-	CAGE, matched peaks	(51869592, 51869650)	(51869592, 51869650)
ETFB	P2	chr19	-	CAGE, matched peaks	(51858009, 51858048)	(51858009, 51858048)
ETFDH	P1P2	chr4	+	CAGE, matched peaks	(159593418, 159593517)	(159593271, 159593295)
ETHE1	P1P2	chr19	-	CAGE, matched peaks	(44031341, 44031374)	(44031375, 44031414)
ETNK1	P1P2	chr12	+	CAGE, matched peaks	(22778072, 22778112)	(22778116, 22778139)
ETNK2	P1P2	chr1	-	CAGE, matched peaks	(204121137, 204121180)	(204121261, 204121295)
ETS1	P1P2	chr11	-	CAGE, matched peaks	(128392085, 128392232)	(128392273, 128392308)
ETS2	P1P2	chr21	+	CAGE, matched peaks	(40177845, 40177863)	(40177892, 40177903)
ETV1	P1P2	chr7	-	CAGE, matched peaks	(14029283, 14029311)	(14028488, 14028516)
ETV2	P1P2	chr19	+	CAGE, matched peaks	(36134528, 36134563)	(36134501, 36134527)
ETV3	P1P2	chr1	-	CAGE, matched peaks	(157108130, 157108173)	(157108180, 157108193)
ETV3L	P1P2	chr1	-	CAGE, matched peaks	(157069590, 157069607)	(157069495, 157069541)
ETV4	P1P2	chr17	-	CAGE, matched peaks	(41623692, 41623715)	(41622765, 41622821)
ETV5	P1P2	chr3	-	CAGE, matched peaks	(185826855, 185826911)	(185826764, 185826803)
ETV6	P1P2	chr12	+	CAGE, matched peaks	(11802600, 11802685)	(11802753, 11802834)
ETV7	P1P2	chr6	-	CAGE, matched peaks	(36355431, 36355466)	(36355513, 36355578)
EVA1A	P1P2	chr2	-	CAGE, matched peaks	(75788038, 75788089)	(75788428, 75788476)
EVA1B	P1P2	chr1	-	CAGE, matched peaks	(36789194, 36789256)	(36789257, 36789268)
EVI2A	P1P2	chr17	-	CAGE, matched peaks	(29648586, 29648735)	(29648761, 29648772)
EVI2B	P1P2	chr17	-	CAGE, matched peaks	(29641057, 29641079)	(29641084, 29641103)
EVI5	P1P2	chr1	-	CAGE, matched peaks	(93250620, 93250673)	(93250591, 93250614)
EVI5L	P1P2	chr19	+	CAGE, matched peaks	(7895074, 7895119)	(7895138, 7895149)
EVL	P1	chr14	+	CAGE, matched peaks	(100531738, 100531766)	(100531738, 100531766)
EVL	P2	chr14	+	CAGE, matched peaks	(100438114, 100438155)	(100438114, 100438155)
EVPL	P1P2	chr17	-	CAGE, matched peaks	(74023373, 74023426)	(74023474, 74023551)
EVX1	P1P2	chr7	+	CAGE, matched peaks	(27282416, 27282426)	(27282843, 27282878)
EVX2	P1P2	chr2	-	CAGE, matched peaks	(176948576, 176948577)	(176948576, 176948577)
EWSR1	P1P2	chr22	+	CAGE, matched peaks	(29664248, 29664294)	(29664309, 29664322)
EXD1	P1P2	chr15	-	CAGE, matched peaks	(41522949, 41522961)	(41522938, 41522947)
EXD3	P1P2	chr9	-	CAGE, matched peaks	(140317605, 140317663)	(140317676, 140317689)
EXO1	P1P2	chr1	+	CAGE, matched peaks	(242011485, 242011542)	(242011468, 242011480)
EXO5	P1P2	chr1	+	CAGE, matched peaks	(40974431, 40974446)	(40974395, 40974430)
EXOC1	P1P2	chr4	+	CAGE, matched peaks	(56719805, 56719963)	(56719805, 56719963)
EXOC2	P1P2	chr6	-	CAGE, matched peaks	(693074, 693150)	(693050, 693060)
EXOC3	P1P2	chr5	+	CAGE, matched peaks	(443280, 443314)	(443268, 443278)
EXOC3L1	P1P2	chr16	-	CAGE, matched peaks	(67224002, 67224047)	(67224100, 67224108)
EXOC3L2	P1	chr19	-	CAGE, matched peaks	(45735139, 45735159)	(45735139, 45735159)
EXOC3L2	P2	chr19	-	CAGE, matched peaks	(45721551, 45721575)	(45721551, 45721575)
EXOC3L4	P1P2	chr14	+	CAGE, matched peaks	(103570474, 103570493)	(103570474, 103570493)
EXOC4	P1P2	chr7	+	CAGE, matched peaks	(132937820, 132937860)	(132937820, 132937860)
EXOC5	P1P2	chr14	-	CAGE, matched peaks	(57735528, 57735639)	(57735254, 57735273)
EXOC6	P1P2	chr10	+	CAGE, matched peaks	(94608245, 94608292)	(94608218, 94608241)
EXOC6B	P1P2	chr2	-	CAGE, matched peaks	(73053126, 73053184)	(73053111, 73053125)
EXOC7	P1P2	chr17	-	CAGE, matched peaks	(74099795, 74099875)	(74099772, 74099788)
EXOC8	P1P2	chr1	-	CAGE, matched peaks	(231473578, 231473619)	(231473624, 231473639)
EXOG	P1P2	chr3	+	CAGE, matched peaks	(38537821, 38537858)	(38537960, 38537989)
EXOSC1	P1P2	chr10	-	CAGE, matched peaks	(99205740, 99205779)	(99205530, 99205578)
EXOSC10	P1P2	chr1	-	CAGE, matched peaks	(11159887, 11159935)	(11159887, 11159935)
EXOSC2	P1P2	chr9	+	CAGE, matched peaks	(133569143, 133569176)	(133569264, 133569270)
EXOSC3	P1P2	chr9	-	CAGE, matched peaks	(37785037, 37785079)	(37785017, 37785032)
EXOSC4	P1P2	chr8	+	CAGE, matched peaks	(145133564, 145133613)	(145133493, 145133550)
EXOSC5	P1P2	chr19	-	CAGE, matched peaks	(41903234, 41903303)	(41903307, 41903309)
EXOSC6	P1P2	chr16	-	CAGE, matched peaks	(70285797, 70285882)	(70285763, 70285775)
EXOSC7	P1P2	chr3	+	CAGE, matched peaks	(45017728, 45017772)	(45017728, 45017772)
EXOSC8	P1P2	chr13	+	CAGE, matched peaks	(37574911, 37574937)	(37574499, 37574523)
EXOSC9	P1P2	chr4	+	CAGE, matched peaks	(122722466, 122722556)	(122722558, 122722567)
EXPH5	P1P2	chr11	-	CAGE, matched peaks	(108464321, 108464380)	(108464469, 108464507)
EXT1	P1P2	chr8	-	CAGE, matched peaks	(119124045, 119124097)	(119124108, 119124138)
EXT2	P1P2	chr11	+	CAGE, matched peaks	(44117219, 44117240)	(44117206, 44117218)
EXTL1	P1P2	chr1	+	CAGE, matched peaks	(26348259, 26348276)	(26348339, 26348348)
EXTL2	P1P2	chr1	-	CAGE, matched peaks	(101360374, 101360419)	(101360331, 101360373)
EXTL3	P1P2	chr8	+	CAGE, matched peaks	(28559004, 28559039)	(28559094, 28559146)
EYA1	P1	chr8	-	CAGE, matched peaks	(72268889, 72268955)	(72268889, 72268955)
EYA1	P2	chr8	-	CAGE, matched peaks	(72274290, 72274320)	(72274290, 72274320)
EYA2	P1P2	chr20	+	CAGE, matched peaks	(45523463, 45523535)	(45523227, 45523293)
EYA3	P1P2	chr1	-	CAGE, matched peaks	(28415078, 28415165)	(28415204, 28415227)
EYA4	P1P2	chr6	+	CAGE, matched peaks	(133562472, 133562530)	(133562424, 133562450)
EYS	P1P2	chr6	-	CAGE, matched peaks	(66417056, 66417092)	(66417112, 66417125)
EZH1	P1P2	chr17	-	CAGE, matched peaks	(40897043, 40897087)	(40897043, 40897087)
EZH2	P1P2	chr7	-	CAGE, matched peaks	(148581360, 148581425)	(148581327, 148581347)
EZR	P1	chr6	-	CAGE, matched peaks	(159240387, 159240414)	(159240387, 159240414)
EZR	P2	chr6	-	CAGE, matched peaks	(159239257, 159239274)	(159239257, 159239274)
F10	P1P2	chr13	+	CAGE, matched peaks	(113777105, 113777170)	(113777082, 113777087)
F11	P1P2	chr4	+	CAGE, matched peaks	(187187337, 187187369)	(187187098, 187187127)
F11R	P1	chr1	-	CAGE, matched peaks	(160990922, 160990949)	(160990922, 160990949)
F11R	P2	chr1	-	CAGE, matched peaks	(161008697, 161008793)	(161008697, 161008793)
F12	P1	chr5	-	CAGE, matched peaks	(176836529, 176836573)	(176836529, 176836573)
F12	P2	chr5	-	CAGE, matched peaks	(176831490, 176831528)	(176831490, 176831528)
F13A1	P1P2	chr6	-	CAGE, matched peaks	(6320887, 6320902)	(6320887, 6320902)
F2	P1P2	chr11	+	CAGE, matched peaks	(46740744, 46740786)	(46740744, 46740786)
F2R	P1P2	chr5	+	CAGE, matched peaks	(76011919, 76012005)	(76011919, 76012005)
F2RL1	P1P2	chr5	+	CAGE, matched peaks	(76114847, 76114867)	(76114872, 76114892)
F2RL3	P1P2	chr19	+	CAGE, matched peaks	(16999802, 16999844)	(16999902, 16999936)
F3	P1	chr1	-	CAGE, matched peaks	(95007302, 95007322)	(95007302, 95007322)
F3	P2	chr1	-	CAGE, matched peaks	(94997909, 94997940)	(94997909, 94997940)
F5	P1P2	chr1	-	CAGE, matched peaks	(169555709, 169555730)	(169555684, 169555705)
F7	P1P2	chr13	+	CAGE, matched peaks	(113760098, 113760110)	(113760134, 113760150)
F8	P1	chrX	-	CAGE, matched peaks	(154250989, 154251004)	(154250989, 154251004)
F8	P2	chrX	-	CAGE, matched peaks	(154255206, 154255230)	(154255206, 154255230)
F9	P1P2	chrX	+	CAGE, matched peaks	(138612889, 138612935)	(138612889, 138612935)
FA2H	P1P2	chr16	-	CAGE, matched peaks	(74808685, 74808702)	(74808710, 74808735)
FAAH	P1P2	chr1	+	CAGE, matched peaks	(46859957, 46860020)	(46859933, 46859941)
FAAH2	P1P2	chrX	+	CAGE, matched peaks	(57313281, 57313324)	(57313172, 57313203)
FABP1	P1P2	chr2	-	CAGE, matched peaks	(88427571, 88427590)	(88427571, 88427590)
FABP2	P1P2	chr4	-	CAGE, matched peaks	(120243283, 120243299)	(120243266, 120243277)
FABP3	P1P2	chr1	-	CAGE, matched peaks	(31845914, 31845931)	(31845914, 31845931)
FABP4	P1P2	chr8	-	CAGE, matched peaks	(82395461, 82395478)	(82395461, 82395478)
FABP5	P1P2	chr8	+	CAGE, matched peaks	(82192762, 82192779)	(82192736, 82192747)
FABP6	P1P2	chr5	+	CAGE, matched peaks	(159640718, 159640772)	(159640718, 159640772)
FABP7	P1P2	chr6	+	CAGE, matched peaks	(123100853, 123100874)	(123100738, 123100763)
FABP9	P1P2	chr8	-	CAGE, matched peaks	(82373809, 82373815)	(82373809, 82373815)
FADD	P1P2	chr11	+	CAGE, matched peaks	(70049394, 70049445)	(70049448, 70049466)
FADS1	P1P2	chr11	-	CAGE, matched peaks	(61584319, 61584354)	(61584295, 61584313)
FADS2	P1	chr11	+	CAGE, matched peaks	(61595761, 61595780)	(61595761, 61595780)
FADS2	P2	chr11	+	CAGE, matched peaks	(61583772, 61583837)	(61583772, 61583837)
FADS3	P1P2	chr11	-	CAGE, matched peaks	(61659006, 61659046)	(61658913, 61658932)
FADS6	P1P2	chr17	-	CAGE, matched peaks	(72889725, 72889766)	(72889902, 72889932)
FAF1	P1P2	chr1	-	CAGE, matched peaks	(51425772, 51425897)	(51425902, 51425976)
FAF2	P1P2	chr5	+	CAGE, matched peaks	(175875366, 175875408)	(175875349, 175875361)
FAH	P1P2	chr15	+	CAGE, matched peaks	(80445320, 80445379)	(80445113, 80445170)
FAHD1	P1P2	chr16	+	CAGE, matched peaks	(1877204, 1877235)	(1876936, 1876956)
FAHD2A	P1P2	chr2	+	CAGE, matched peaks	(96068436, 96068518)	(96068425, 96068428)
FAHD2B	P1P2	chr2	-	CAGE, matched peaks	(97760616, 97760637)	(97760616, 97760637)
FAIM	P1P2	chr3	+	CAGE, matched peaks	(138327583, 138327647)	(138327877, 138327934)
FAIM2	P1P2	chr12	-	CAGE, matched peaks	(50297638, 50297691)	(50297697, 50297724)
FAIM3	P1P2	chr1	-	CAGE, matched peaks	(207095279, 207095310)	(207095324, 207095357)
FAM101B	P1P2	chr17	-	CAGE, matched peaks	(295647, 295694)	(295647, 295694)
FAM102A	P1P2	chr9	-	CAGE, matched peaks	(130743256, 130743286)	(130742805, 130742821)
FAM102B	P1P2	chr1	+	CAGE, matched peaks	(109102652, 109102728)	(109102652, 109102728)
FAM103A1	P1P2	chr15	+	CAGE, matched peaks	(83654950, 83654978)	(83654950, 83654978)
FAM104A	P1P2	chr17	-	CAGE, matched peaks	(71228357, 71228491)	(71228276, 71228297)
FAM104B	P1P2	chrX	-	CAGE, matched peaks	(55187588, 55187631)	(55187531, 55187584)
FAM105A	P1P2	chr5	+	CAGE, matched peaks	(14581884, 14581960)	(14581877, 14581883)
FAM105B	P1P2	chr5	+	CAGE, matched peaks	(14664762, 14664868)	(14664762, 14664868)
FAM107B	P1	chr10	-	CAGE, matched peaks	(14646391, 14646408)	(14646391, 14646408)
FAM107B	P2	chr10	-	CAGE, matched peaks	(14613968, 14614048)	(14613968, 14614048)
FAM109A	P1P2	chr12	-	CAGE, matched peaks	(111806819, 111806888)	(111806892, 111806909)
FAM109B	P1P2	chr22	+	CAGE, matched peaks	(42470244, 42470288)	(42470289, 42470319)
FAM110A	P1P2	chr20	+	CAGE, matched peaks	(814377, 814452)	(814349, 814375)
FAM110B	P1P2	chr8	+	CAGE, matched peaks	(58907055, 58907099)	(58907104, 58907131)
FAM110C	P1P2	chr2	-	CAGE, matched peaks	(46523, 46567)	(46488, 46511)
FAM110D	P1P2	chr1	+	CAGE, matched peaks	(26485563, 26485573)	(26485523, 26485551)
FAM111A	P1	chr11	+	CAGE, matched peaks	(58912240, 58912355)	(58912240, 58912355)
FAM111A	P2	chr11	+	CAGE, matched peaks	(58910295, 58910390)	(58910295, 58910390)
FAM114A1	P1P2	chr4	+	CAGE, matched peaks	(38869410, 38869435)	(38869393, 38869404)
FAM114A2	P1P2	chr5	-	CAGE, matched peaks	(153418407, 153418503)	(153418407, 153418503)
FAM115A	P1	chr7	-	CAGE, matched peaks	(143599207, 143599283)	(143599207, 143599283)
FAM115A	P2	chr7	-	CAGE, matched peaks	(143579913, 143579971)	(143579913, 143579971)
FAM115C	P1P2	chr7	+	CAGE, matched peaks	(143318020, 143318056)	(143318061, 143318075)
FAM117A	P1	chr17	-	CAGE, matched peaks	(47841485, 47841503)	(47841485, 47841503)
FAM117A	P2	chr17	-	CAGE, matched peaks	(47865902, 47865945)	(47865902, 47865945)
FAM117B	P1P2	chr2	+	CAGE, matched peaks	(203499683, 203499748)	(203500233, 203500296)
FAM118A	P1P2	chr22	+	CAGE, matched peaks	(45705799, 45705867)	(45705987, 45706022)
FAM118B	P1P2	chr11	+	CAGE, matched peaks	(126081662, 126081700)	(126081642, 126081653)
FAM120A	P1P2	chr9	+	CAGE, matched peaks	(96213929, 96213993)	(96213995, 96214024)
FAM120AOS	P1P2	chr9	-	CAGE, matched peaks	(96213828, 96213901)	(96213761, 96213820)
FAM120B	P1P2	chr6	+	CAGE, matched peaks	(170615819, 170615877)	(170615881, 170615896)
FAM120C	P1P2	chrX	-	CAGE, matched peaks	(54209640, 54209704)	(54209973, 54210019)
FAM122A	P1P2	chr9	+	CAGE, matched peaks	(71394945, 71394988)	(71394945, 71394988)
FAM122B	P1P2	chrX	-	CAGE, matched peaks	(133931171, 133931269)	(133930686, 133930836)
FAM122C	P1P2	chrX	+	CAGE, matched peaks	(133941250, 133941278)	(133941161, 133941211)
FAM124B	P1P2	chr2	-	CAGE, matched peaks	(225266743, 225266773)	(225266813, 225266830)
FAM126A	P1P2	chr7	-	CAGE, matched peaks	(23053719, 23053767)	(23053697, 23053715)
FAM126B	P1P2	chr2	-	CAGE, matched peaks	(201936328, 201936416)	(201936270, 201936277)
FAM127A	P1P2	chrX	+	CAGE, matched peaks	(134166376, 134166394)	(134166360, 134166371)
FAM127B	P1P2	chrX	-	CAGE, matched peaks	(134186144, 134186228)	(134186144, 134186228)
FAM127C	P1P2	chrX	-	CAGE, matched peaks	(134156502, 134156577)	(134156502, 134156577)
FAM129A	P1P2	chr1	-	CAGE, matched peaks	(184943573, 184943595)	(184943610, 184943647)
FAM129B	P1	chr9	-	CAGE, matched peaks	(130331297, 130331393)	(130331297, 130331393)
FAM129B	P2	chr9	-	CAGE, matched peaks	(130341285, 130341328)	(130341285, 130341328)
FAM131A	P1P2	chr3	+	CAGE, matched peaks	(184053703, 184053764)	(184053703, 184053764)
FAM131C	P1P2	chr1	-	CAGE, matched peaks	(16400086, 16400153)	(16400393, 16400396)
FAM132A	P1P2	chr1	-	CAGE, matched peaks	(1182094, 1182111)	(1182094, 1182111)
FAM133B	P1P2	chr7	-	CAGE, matched peaks	(92219698, 92219713)	(92219657, 92219676)
FAM134A	P1P2	chr2	+	CAGE, matched peaks	(220042988, 220043011)	(220042933, 220042985)
